Respondent ID,Do you know JavaScript?,Do you know HTML?,Do you know CSS?,Do you know SQL?,Do you know Java?,Do you know Bash/Shell?,Do you know Python?,Do you know R?,Do you know C#?,Do you know PHP?,Do you know C++?,Do you know C?,Do you know anything else?,How good are you at JavaScript?,How good are you at HTML?,How good are you at CSS?,How good are you at SQL?,How good are you at Java?,How good are you at Bash/Shell?,How good are you at Python?,How good are you at R?,How good are you at C#?,How good are you at PHP?,How good are you at C++?,How good are you at C?,How good are you at [OTHER]?,In what country do you live?
10671428510,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,C++,C,Go,Beginner,Intermediate,Beginner,,Intermediate,Intermediate,Intermediate,,,,Intermediate,Expert,Expert,Brazil
10671428488,,,,SQL,Java,Bash/Shell,Python,,C#,,C++,,,,,,Intermediate,Expert,Intermediate,Intermediate,,Expert,,Intermediate,,,Turkey
10671428486,,HTML,,,,,,,C#,PHP,C++,,,,Beginner,,,,,,,Beginner,Beginner,Beginner,,,Pakistan
10671428464,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,C++,C,,Expert,Expert,Expert,Expert,,Expert,Expert,,,,Expert,Expert,,United States of America
10671428460,,,,,Java,,Python,,C#,,C++,,,,,,,Beginner,,Expert,,Intermediate,,Intermediate,,,United States of America
10671428446,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,C#,PHP,,,,Expert,Intermediate,Intermediate,,Intermediate,Beginner,Beginner,,Beginner,Beginner,,,,United States of America
10671428443,JavaScript,HTML,CSS,SQL,Java,,Python,R,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Intermediate,Beginner,,Intermediate,,,,United States of America
10671428437,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,C++,C,,Expert,Expert,Intermediate,,Intermediate,Intermediate,Expert,,,,Intermediate,Intermediate,,United States of America
10671428424,JavaScript,HTML,CSS,,,,,,,PHP,,,,,,,,,,,,,,,,,
10671428405,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Beginner,Beginner,Intermediate,,Intermediate,,Beginner,Intermediate,,United States of America
10671428397,,,,,,Bash/Shell,Python,R,,,,,Matlab,,,,,,Intermediate,Intermediate,Intermediate,,,,,Beginner,United States of America
10671428392,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,,,C,,Intermediate,Expert,Intermediate,Intermediate,Expert,,Intermediate,,Beginner,,,Beginner,,United States of America
10671428388,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,,,C,,Intermediate,Intermediate,Beginner,Intermediate,Expert,Expert,Expert,Beginner,Intermediate,,,Intermediate,,United States of America
10671428382,,,,,,Bash/Shell,Python,,,,,,,,,,,,Intermediate,Expert,,,,,,,United States of America
10671428381,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,,C++,C,,Expert,Expert,Expert,Beginner,Intermediate,Intermediate,Expert,Intermediate,Expert,,Beginner,Beginner,,United States of America
10671428369,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,,,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,,,,Intermediate,,,United States of America
10671428359,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,,C,,Expert,Expert,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Expert,,Beginner,,United States of America
10671428356,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671428351,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Expert,,,,,,,India
10671428347,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671428337,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,Intermediate,,,,,,,Dominican Republic
10671428329,JavaScript,HTML,CSS,,,,,,,,,,,Intermediate,Intermediate,Intermediate,,,,,,,,,,,Nigeria
10671428316,JavaScript,HTML,CSS,SQL,,,,,C#,,,,,Beginner,Intermediate,Beginner,Intermediate,,,,,Beginner,,,,,United States of America
10671428291,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,,Intermediate,Intermediate,Intermediate,,United States of America
10671428271,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,C++,,,Intermediate,Intermediate,Intermediate,Expert,Expert,,Intermediate,,Expert,Expert,Intermediate,,,United States of America
10671428260,JavaScript,HTML,CSS,,Java,,Python,,,PHP,,,,Intermediate,Intermediate,Intermediate,,Intermediate,,Beginner,,,Beginner,,,,United States of America
10671428241,,HTML,CSS,,Java,,Python,,,,,,,,Beginner,Beginner,,Intermediate,,Intermediate,,,,,,,United States of America
10671428237,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Expert,Expert,,,Intermediate,,,United States of America
10671428234,,,,SQL,,Bash/Shell,Python,R,,,,,,,,,Expert,,Intermediate,Intermediate,Intermediate,,,,,,United States of America
10671428199,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Expert,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,Beginner,Intermediate,Beginner,,United States of America
10671428188,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Expert,Expert,Intermediate,Beginner,Expert,Intermediate,Expert,Beginner,Intermediate,Beginner,Intermediate,Intermediate,,
10671428186,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,,Intermediate,Beginner,Intermediate,,United States of America
10671428181,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671428169,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,Beginner,Beginner,Beginner,,Chile
10671428161,JavaScript,HTML,,,Java,Bash/Shell,Python,R,,,C++,C,,Beginner,Intermediate,,,Intermediate,Intermediate,Expert,Intermediate,,,Expert,Expert,,United States of America
10671428147,,,,,,Bash/Shell,Python,,,,,,,,,,,,Expert,Expert,,,,,,,United States of America
10671428119,,,,,,Bash/Shell,Python,R,,,,,,,,,,,Beginner,Expert,Intermediate,,,,,,Hungary
10671428105,,,,,Java,,Python,,,,,C,,,,,,Intermediate,,Beginner,,,,,Intermediate,,United States of America
10671428088,,,,,,Bash/Shell,Python,R,,,,,,,,,,,Intermediate,Expert,Beginner,,,,,,United States of America
10671428079,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,"Swift, Ruby",Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,,,Intermediate,Beginner,Beginner,Intermediate,United States of America
10671428065,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,Expert,Expert,Expert,Expert,Beginner,Intermediate,Expert,Beginner,,Beginner,Intermediate,Intermediate,,Ukraine
10671428056,,,,SQL,,,Python,R,,,,,,,,,Beginner,,,Beginner,Expert,,,,,,United States of America
10671428050,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Expert,Expert,Expert,Intermediate,,,Intermediate,,,Intermediate,,,,India
10671428045,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,Intermediate,Expert,Expert,,United States of America
10671428027,JavaScript,HTML,CSS,SQL,Java,,Python,,C#,PHP,,C,,Intermediate,Expert,Expert,Expert,Expert,,Intermediate,,Intermediate,Expert,,Intermediate,,Algeria
10671428024,JavaScript,HTML,CSS,,,,,,,,,,,Expert,Expert,Expert,,,,,,,,,,,
10671427993,,,,SQL,,,,,C#,,,,,,,,Intermediate,,,,,Intermediate,,,,,United States of America
10671427933,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,Go,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Intermediate,Beginner,Beginner,,Beginner,Intermediate,Beginner,Intermediate,United States of America
10671427925,JavaScript,HTML,CSS,SQL,Java,,,,,,C++,,,Intermediate,Intermediate,Intermediate,Beginner,Expert,,,,,,Expert,,,United States of America
10671427875,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,,Ruby,Intermediate,Intermediate,Intermediate,Beginner,,Intermediate,Expert,,,,,,Intermediate,United States of America
10671427871,JavaScript,,,SQL,,Bash/Shell,Python,,,,,,"go, rust, elixir, clojure",Beginner,,,Intermediate,,Intermediate,Expert,,,,,,Intermediate,Thailand
10671427863,,,,SQL,Java,,,,,,,,,,,,Intermediate,Intermediate,,,,,,,,,Canada
10671427847,,,,SQL,Java,,Python,R,,,,,,,,,Intermediate,Beginner,,Intermediate,Intermediate,,,,,,United States of America
10671427841,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,,,,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,Expert,,,,South Africa
10671427831,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427830,,HTML,,,,Bash/Shell,Python,,,,C++,C,,,Beginner,,,,Beginner,Beginner,,,,Intermediate,Expert,,United States of America
10671427827,JavaScript,HTML,CSS,SQL,,,,,C#,,C++,,,Intermediate,Intermediate,Intermediate,Expert,,,,,Expert,,Intermediate,,,United Kingdom of Great Britain and Northern Ireland
10671427823,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,C,,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Expert,Expert,Expert,,,Intermediate,Intermediate,,United States of America
10671427821,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,C,,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Expert,,,Intermediate,,Intermediate,,United States of America
10671427817,JavaScript,,,,,,,,,,,,"Swift, Objective C, Dart",Beginner,,,,,,,,,,,,Expert,Brazil
10671427800,JavaScript,HTML,CSS,,,,,,C#,,,,,Expert,Intermediate,Intermediate,,,,,,Intermediate,,,,,United States of America
10671427750,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,,C++,,,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,,,,,Beginner,,,Colombia
10671427737,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Expert,,,,Intermediate,Expert,,United States of America
10671427726,,,,,,Bash/Shell,,,,,,C,,,,,,,Beginner,,,,,,Beginner,,United States of America
10671427722,JavaScript,HTML,,SQL,Java,,Python,,C#,,C++,,,Intermediate,Beginner,,Intermediate,Intermediate,,Intermediate,,Intermediate,,Beginner,,,United States of America
10671427721,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,,Expert,Intermediate,Intermediate,Beginner,Beginner,Beginner,Beginner,,Beginner,,,Beginner,,United States of America
10671427704,,HTML,CSS,,,,,R,,,,,,,Beginner,Beginner,,,,,Beginner,,,,,,United States of America
10671427703,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,PHP,,,,Intermediate,Intermediate,Beginner,Intermediate,,Beginner,Intermediate,,,Intermediate,,,,Brazil
10671427699,JavaScript,,,SQL,,Bash/Shell,,,,,C++,C,TypeScript,Expert,,,Intermediate,,Beginner,,,,,Beginner,Beginner,Expert,Serbia
10671427676,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427629,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,,,Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Intermediate,,,Intermediate,Intermediate,,,India
10671427623,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Expert,Expert,Expert,,,Beginner,Intermediate,Beginner,,United States of America
10671427622,,HTML,CSS,,Java,Bash/Shell,Python,,,PHP,C++,C,"Go, Groovy, Kotlin",,Beginner,Beginner,,Intermediate,Intermediate,Intermediate,,,Intermediate,Beginner,Beginner,Intermediate,United States of America
10671427593,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Beginner,Beginner,,Intermediate,Beginner,Intermediate,,Intermediate,Beginner,Intermediate,Intermediate,,United States of America
10671427587,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,,C,,Expert,Expert,Intermediate,Intermediate,Beginner,,,,,Expert,,Intermediate,,Nepal
10671427578,JavaScript,HTML,CSS,,,,,,,,,,,Intermediate,Intermediate,Intermediate,,,,,,,,,,,United States of America
10671427573,JavaScript,HTML,CSS,,,,,,C#,PHP,,,,Beginner,Intermediate,Beginner,,,,,,Intermediate,Intermediate,,,,Turkey
10671427565,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,,Intermediate,Beginner,,Beginner,Intermediate,Beginner,Beginner,,United States of America
10671427537,,HTML,,,,Bash/Shell,Python,,,,,,,,Beginner,,,,Beginner,Beginner,,,,,,,United States of America
10671427529,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,,Beginner,Beginner,Intermediate,Beginner,,United States of America
10671427521,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427517,JavaScript,HTML,CSS,,,,,,,,,,"Dart, Swift",Intermediate,Intermediate,Expert,,,,,,,,,,Intermediate,United States of America
10671427499,,,,SQL,,Bash/Shell,Python,,,,C++,C,Fortran ,,,,Intermediate,,Expert,Expert,,,,Intermediate,Expert,Expert,Australia
10671427489,JavaScript,HTML,CSS,,,,,,,,,,Ruby,Intermediate,Expert,Expert,,,,,,,,,,Expert,France
10671427487,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Expert,Expert,Expert,Beginner,Beginner,Intermediate,Intermediate,,,,Beginner,Beginner,,Hungary
10671427483,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,Intermediate,Expert,Expert,Intermediate,,,Beginner,,,Intermediate,,,,United States of America
10671427467,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,,,Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,,,,Beginner,,,United States of America
10671427464,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,,,,,Expert,Intermediate,Intermediate,,,Expert,Expert,,,,,,,Colombia
10671427456,JavaScript,HTML,CSS,SQL,Java,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,,,,United States of America
10671427453,JavaScript,HTML,CSS,SQL,,,,,C#,PHP,,,,Intermediate,Expert,Expert,Intermediate,,,,,Intermediate,Intermediate,,,,Brazil
10671427447,JavaScript,,,,Java,Bash/Shell,Python,,,,,C,,Beginner,,,,Intermediate,Expert,Expert,,,,,Beginner,,United States of America
10671427442,JavaScript,HTML,CSS,SQL,Java,,Python,,,PHP,,,TypeScript,Beginner,Beginner,Beginner,Beginner,Intermediate,,Intermediate,,,Beginner,,,Beginner,Spain
10671427433,,,,,Java,Bash/Shell,Python,R,,,,,NetLogo,,,,,Beginner,Intermediate,Intermediate,Intermediate,,,,,Intermediate,
10671427431,,,,SQL,Java,Bash/Shell,Python,,,,C++,C,Haskell,,,,Beginner,Beginner,Intermediate,Expert,,,,Intermediate,Intermediate,Intermediate,Brazil
10671427422,,,,,,Bash/Shell,Python,,,,,C,,,,,,,Intermediate,Intermediate,,,,,Intermediate,,United States of America
10671427411,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Beginner,Beginner,Intermediate,Beginner,Expert,Expert,Expert,Expert,,United States of America
10671427392,JavaScript,,,SQL,Java,,Python,,C#,,C++,C,,Beginner,,,Intermediate,Expert,,Expert,,Beginner,,Expert,Intermediate,,United States of America
10671427362,JavaScript,HTML,CSS,,,Bash/Shell,,,,,,,,Beginner,Intermediate,Intermediate,,,Intermediate,,,,,,,,Singapore
10671427360,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427329,,,,,Java,Bash/Shell,,,,,,,"Ruby, Go",,,,,Expert,Intermediate,,,,,,,Intermediate,
10671427315,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,,C,,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,,Beginner,,,Beginner,,
10671427284,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,Beginner,,,,,,,United States of America
10671427282,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Expert,Expert,Intermediate,,,,,,Beginner,,,,Brazil
10671427281,JavaScript,,,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,,,Beginner,Intermediate,Beginner,Intermediate,,,,Intermediate,Intermediate,,United States of America
10671427264,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Expert,Intermediate,Beginner,Beginner,Beginner,,,,,,,United States of America
10671427236,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Expert,Expert,Expert,,Intermediate,Expert,Expert,Expert,,Argentina
10671427219,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,,C++,C,go,Intermediate,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,,Beginner,,Beginner,Beginner,Intermediate,
10671427216,JavaScript,,,,Java,,Python,,,,C++,C,,Expert,,,,Beginner,,Intermediate,,,,Intermediate,Expert,,Brazil
10671427211,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,"Haskell, Nix, Coq, OCaml, TypeScript",Expert,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,,,,Intermediate,Intermediate,Expert,United States of America
10671427198,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,"Go, Ruby, Racket, SCSS, PCSS, Clojure, Lua",Expert,Expert,Expert,Intermediate,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Expert,Intermediate,Intermediate,Intermediate,United States of America
10671427191,JavaScript,HTML,CSS,,,,,,C#,,,,,Expert,Expert,Expert,,,,,,Intermediate,,,,,Hungary
10671427190,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Expert,Expert,Beginner,,,,,,Beginner,,,,Brazil
10671427186,JavaScript,HTML,CSS,,,,,,,PHP,,,,Expert,Expert,Expert,,,,,,,Intermediate,,,,United States of America
10671427181,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,United States of America
10671427174,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,,C++,,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,,,Beginner,,,United States of America
10671427147,,,,SQL,Java,Bash/Shell,Python,,,,C++,C,,,,,Intermediate,Intermediate,Expert,Expert,,,,Intermediate,Beginner,,United States of America
10671427127,JavaScript,HTML,CSS,SQL,,,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Beginner,,,Intermediate,,Beginner,Intermediate,Beginner,Beginner,,Argentina
10671427104,,,,,Java,Bash/Shell,Python,R,,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,United States of America
10671427102,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427095,JavaScript,HTML,CSS,SQL,,,,,,PHP,,,,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,Expert,,,,Chile
10671427090,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,"Swift, Objective-C",Expert,Expert,Expert,Expert,Expert,Intermediate,Intermediate,,Intermediate,Expert,Intermediate,Beginner,Expert,United States of America
10671427084,,HTML,CSS,,,Bash/Shell,Python,,,PHP,,,,,Intermediate,Beginner,,,Beginner,Beginner,,,Beginner,,,,Chile
10671427028,JavaScript,HTML,CSS,SQL,Java,,Python,R,,PHP,,,,Expert,Expert,Expert,Expert,Intermediate,,Expert,Expert,,Expert,,,,United States of America
10671427015,,,,,,,,,,,,,,,,,,,,,,,,,,,
10671427013,JavaScript,HTML,CSS,SQL,Java,,,,C#,PHP,,,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,,,Intermediate,Expert,,,,Denmark
10671426990,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,Ruby on Rails,Intermediate,Expert,Expert,Intermediate,Intermediate,Intermediate,Beginner,,,,,,Intermediate,United States of America
10671426986,JavaScript,HTML,CSS,,,Bash/Shell,,,C#,,C++,C,,Intermediate,Intermediate,Intermediate,,,Beginner,,,Expert,,Intermediate,Intermediate,,United States of America
10671426984,JavaScript,HTML,CSS,,,,,,C#,,,,,Intermediate,Intermediate,Intermediate,,,,,,Beginner,,,,,United States of America
10671426981,JavaScript,HTML,CSS,,,,Python,,,PHP,C++,,,Intermediate,Intermediate,Intermediate,,,,Intermediate,,,Intermediate,Intermediate,,,United States of America
10671426978,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Expert,Expert,Intermediate,Intermediate,Intermediate,Expert,,Intermediate,Beginner,Intermediate,Intermediate,,United States of America
10671426975,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,,,Expert,Expert,Expert,Intermediate,Intermediate,Intermediate,Intermediate,,Beginner,Intermediate,Intermediate,,,United States of America
10671426974,JavaScript,,,,,Bash/Shell,,,,,,C,Go,Beginner,,,,,Expert,,,,,,Intermediate,Expert,Colombia
10671426966,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Beginner,Beginner,Beginner,Intermediate,Expert,Intermediate,Beginner,,Beginner,Beginner,Expert,Expert,,United States of America
10671426960,,,,,,Bash/Shell,Python,,,,,C,go,,,,,,Intermediate,Intermediate,,,,,Intermediate,Intermediate,United States of America
10671426937,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Intermediate,Beginner,Beginner,Intermediate,Intermediate,Beginner,,,,Beginner,Beginner,,United States of America
10671426917,,HTML,CSS,,Java,,Python,,,,C++,,,,Beginner,Beginner,,Beginner,,Intermediate,,,,Intermediate,,,India
10671426899,,,,SQL,,Bash/Shell,Python,,,,,,,,,,Intermediate,,Intermediate,Intermediate,,,,,,,United States of America
10671426884,,HTML,CSS,,,,,,,,,,,,Beginner,Beginner,,,,,,,,,,,United States of America
10671426873,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,,,,PHP,,C,,Expert,Expert,Expert,Expert,Expert,Beginner,,,,Expert,,Intermediate,,Brazil
10671426864,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,"Surely there are others but I'm lazy to think, you should've added them here",Expert,Expert,Expert,Expert,Expert,Expert,Intermediate,,Expert,Expert,Intermediate,Intermediate,Expert,Brazil
10671426849,,,,,,,,,,,,C,,,,,,,,,,,,,Beginner,,United States of America
10671426837,JavaScript,HTML,CSS,SQL,Java,,Python,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,,Expert,,,,,,,United States of America
10671426833,,HTML,CSS,SQL,Java,,Python,,,PHP,,C,,,Beginner,Beginner,Beginner,Intermediate,,Beginner,,,Beginner,,Beginner,,United States of America
10671426797,,HTML,CSS,,Java,,Python,,,PHP,,,,,Intermediate,Beginner,,Beginner,,Beginner,,,Beginner,,,,Turkey
10671426795,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,,,Ansible,Beginner,Beginner,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,,,,,,Beginner,United States of America
10671426790,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,,Intermediate,Intermediate,Intermediate,Intermediate,,United States of America
10671426787,,HTML,,,,Bash/Shell,Python,R,,,,,,,Beginner,,,,Intermediate,Expert,Intermediate,,,,,,United States of America
10671426780,,HTML,CSS,,,,Python,,,,,,,,Beginner,Beginner,,,,Beginner,,,,,,,United States of America
10671426772,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,,Expert,Expert,Intermediate,Beginner,Intermediate,Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Intermediate,,United States of America
10671426771,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Intermediate,Expert,Expert,Beginner,,Expert,Intermediate,Expert,Expert,,United States of America
10671426770,,,,,,,Python,,,,,C,,,,,,,,Intermediate,,,,,Expert,,United States of America
10671426763,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,PHP,,C,,Intermediate,Intermediate,Intermediate,Expert,Beginner,Beginner,Beginner,,,Expert,,Beginner,,United States of America
10671426757,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,,PHP,C++,,,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Intermediate,Beginner,,Beginner,Beginner,,,United States of America
10671426731,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America
10671426714,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,C#,,C++,C,,Expert,Intermediate,Intermediate,Beginner,,Intermediate,Intermediate,,Expert,,Intermediate,Intermediate,,United States of America
10671426712,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,,,C++,C,,Beginner,Intermediate,Intermediate,Intermediate,Expert,Expert,Intermediate,,,,Intermediate,Expert,,United States of America
10671426690,JavaScript,HTML,CSS,,,Bash/Shell,Python,,,PHP,,,,Expert,Intermediate,Intermediate,,,Intermediate,Beginner,,,Intermediate,,,,
10671426687,JavaScript,,,SQL,,,Python,,,,,,,Beginner,,,Expert,,,Expert,,,,,,,United States of America
10671426682,,,,SQL,,,Python,R,,,C++,C,Julia,,,,Beginner,,,Intermediate,Expert,,,Beginner,Beginner,Intermediate,United States of America
10671426675,,,,,,Bash/Shell,Python,,,,,,matlab,,,,,,Beginner,Beginner,,,,,,Intermediate,United States of America
10671426653,JavaScript,HTML,CSS,SQL,,Bash/Shell,Python,,,,,C,,Expert,Intermediate,Intermediate,Beginner,,Expert,Intermediate,,,,,Expert,,United States of America
10671426650,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,,C#,PHP,C++,C,,Expert,Expert,Expert,Expert,Intermediate,Beginner,Beginner,,Expert,Expert,Intermediate,Intermediate,,Austria
10671426635,,,,,Java,Bash/Shell,Python,,C#,,,,,,,,,Intermediate,Expert,Expert,,Intermediate,,,,,United States of America
10671426611,,,,SQL,Java,Bash/Shell,Python,R,,PHP,C++,C,,,,,Intermediate,Beginner,Intermediate,Intermediate,Expert,,Beginner,Beginner,Beginner,,United States of America
10671426609,JavaScript,HTML,CSS,SQL,Java,,,,,PHP,,,,Intermediate,Expert,Intermediate,Intermediate,Intermediate,,,,,Intermediate,,,,Costa Rica
10671426604,JavaScript,HTML,CSS,,Java,Bash/Shell,Python,,,,,,,Expert,Expert,Beginner,,Intermediate,Expert,Expert,,,,,,,
